sku,name,quantity,price,supplier,lastRestocked
SKU-01194,Compact Whatsit,98,27.19,Supply Chain Co,2024-01-19
SKU-01195,Compact Gizmo,115,28.49,Acme Corp,2024-01-20
SKU-01196,Compact Component,132,29.79,TechSupply Inc,2024-01-21
SKU-01197,Compact Part,149,31.09,Parts R Us,2024-01-22
SKU-01198,Compact Module,166,32.39,Global Widgets,2024-01-23
SKU-01199,Compact Assembly,183,33.69,Supply Chain Co,2024-01-24
SKU-01200,Premium Widget,200,4.99,Acme Corp,2024-01-25
SKU-01201,Premium Gadget,217,6.29,TechSupply Inc,2024-01-26
SKU-01202,Premium Doohickey,234,7.59,Parts R Us,2024-01-27
SKU-01203,Premium Thingamajig,251,8.89,Global Widgets,2024-01-28
SKU-01204,Premium Whatsit,268,10.19,Supply Chain Co,2024-01-01
SKU-01205,Premium Gizmo,285,11.49,Acme Corp,2024-01-02
SKU-01206,Premium Component,302,12.79,TechSupply Inc,2024-01-03
SKU-01207,Premium Part,319,14.09,Parts R Us,2024-01-04
SKU-01208,Premium Module,336,15.39,Global Widgets,2024-01-05
SKU-01209,Premium Assembly,353,16.69,Supply Chain Co,2024-01-06
SKU-01210,Standard Widget,370,17.99,Acme Corp,2024-01-07
SKU-01211,Standard Gadget,387,19.29,TechSupply Inc,2024-01-08
SKU-01212,Standard Doohickey,404,20.59,Parts R Us,2024-01-09
SKU-01213,Standard Thingamajig,421,21.89,Global Widgets,2024-01-10
SKU-01214,Standard Whatsit,438,23.19,Supply Chain Co,2024-01-11
SKU-01215,Standard Gizmo,455,24.49,Acme Corp,2024-01-12
SKU-01216,Standard Component,472,25.79,TechSupply Inc,2024-01-13
SKU-01217,Standard Part,489,27.09,Parts R Us,2024-01-14
SKU-01218,Standard Module,56,28.39,Global Widgets,2024-01-15
SKU-01219,Standard Assembly,73,29.69,Supply Chain Co,2024-01-16
SKU-01220,Deluxe Widget,90,30.99,Acme Corp,2024-01-17
SKU-01221,Deluxe Gadget,107,32.29,TechSupply Inc,2024-01-18
SKU-01222,Deluxe Doohickey,124,33.59,Parts R Us,2024-01-19
SKU-01223,Deluxe Thingamajig,141,34.89,Global Widgets,2024-01-20
SKU-01224,Deluxe Whatsit,158,6.19,Supply Chain Co,2024-01-21
SKU-01225,Deluxe Gizmo,175,7.49,Acme Corp,2024-01-22
SKU-01226,Deluxe Component,192,8.79,TechSupply Inc,2024-01-23
SKU-01227,Deluxe Part,209,10.09,Parts R Us,2024-01-24
SKU-01228,Deluxe Module,226,11.39,Global Widgets,2024-01-25
SKU-01229,Deluxe Assembly,243,12.69,Supply Chain Co,2024-01-26
SKU-01230,Basic Widget,260,13.99,Acme Corp,2024-01-27
SKU-01231,Basic Gadget,277,15.29,TechSupply Inc,2024-01-28
SKU-01232,Basic Doohickey,294,16.59,Parts R Us,2024-01-01
SKU-01233,Basic Thingamajig,311,17.89,Global Widgets,2024-01-02
SKU-01234,Basic Whatsit,328,19.19,Supply Chain Co,2024-01-03
SKU-01235,Basic Gizmo,345,20.49,Acme Corp,2024-01-04
SKU-01236,Basic Component,362,21.79,TechSupply Inc,2024-01-05
SKU-01237,Basic Part,379,23.09,Parts R Us,2024-01-06
SKU-01238,Basic Module,396,24.39,Global Widgets,2024-01-07
SKU-01239,Basic Assembly,413,25.69,Supply Chain Co,2024-01-08
SKU-01240,Pro Widget,430,26.99,Acme Corp,2024-01-09
SKU-01241,Pro Gadget,447,28.29,TechSupply Inc,2024-01-10
SKU-01242,Pro Doohickey,464,29.59,Parts R Us,2024-01-11
SKU-01243,Pro Thingamajig,481,30.89,Global Widgets,2024-01-12
SKU-01244,Pro Whatsit,498,32.19,Supply Chain Co,2024-01-13
SKU-01245,Pro Gizmo,65,33.49,Acme Corp,2024-01-14
SKU-01246,Pro Component,82,34.79,TechSupply Inc,2024-01-15
SKU-01247,Pro Part,99,6.09,Parts R Us,2024-01-16
SKU-01248,Pro Module,116,7.39,Global Widgets,2024-01-17
SKU-01249,Pro Assembly,133,8.69,Supply Chain Co,2024-01-18
SKU-01250,Ultra Widget,150,9.99,Acme Corp,2024-01-19
SKU-01251,Ultra Gadget,167,11.29,TechSupply Inc,2024-01-20
SKU-01252,Ultra Doohickey,184,12.59,Parts R Us,2024-01-21
SKU-01253,Ultra Thingamajig,201,13.89,Global Widgets,2024-01-22
SKU-01254,Ultra Whatsit,218,15.19,Supply Chain Co,2024-01-23
SKU-01255,Ultra Gizmo,235,16.49,Acme Corp,2024-01-24
SKU-01256,Ultra Component,252,17.79,TechSupply Inc,2024-01-25
SKU-01257,Ultra Part,269,19.09,Parts R Us,2024-01-26
SKU-01258,Ultra Module,286,20.39,Global Widgets,2024-01-27
SKU-01259,Ultra Assembly,303,21.69,Supply Chain Co,2024-01-28
SKU-01260,Mini Widget,320,22.99,Acme Corp,2024-01-01
SKU-01261,Mini Gadget,337,24.29,TechSupply Inc,2024-01-02
SKU-01262,Mini Doohickey,354,25.59,Parts R Us,2024-01-03
SKU-01263,Mini Thingamajig,371,26.89,Global Widgets,2024-01-04
SKU-01264,Mini Whatsit,388,28.19,Supply Chain Co,2024-01-05
SKU-01265,Mini Gizmo,405,29.49,Acme Corp,2024-01-06
SKU-01266,Mini Component,422,30.79,TechSupply Inc,2024-01-07
SKU-01267,Mini Part,439,32.09,Parts R Us,2024-01-08
SKU-01268,Mini Module,456,33.39,Global Widgets,2024-01-09
SKU-01269,Mini Assembly,473,34.69,Supply Chain Co,2024-01-10
SKU-01270,Mega Widget,490,5.99,Acme Corp,2024-01-11
SKU-01271,Mega Gadget,57,7.29,TechSupply Inc,2024-01-12
SKU-01272,Mega Doohickey,74,8.59,Parts R Us,2024-01-13
SKU-01273,Mega Thingamajig,91,9.89,Global Widgets,2024-01-14
SKU-01274,Mega Whatsit,108,11.19,Supply Chain Co,2024-01-15
SKU-01275,Mega Gizmo,125,12.49,Acme Corp,2024-01-16
SKU-01276,Mega Component,142,13.79,TechSupply Inc,2024-01-17
SKU-01277,Mega Part,159,15.09,Parts R Us,2024-01-18
SKU-01278,Mega Module,176,16.39,Global Widgets,2024-01-19
SKU-01279,Mega Assembly,193,17.69,Supply Chain Co,2024-01-20
SKU-01280,Super Widget,210,18.99,Acme Corp,2024-01-21
SKU-01281,Super Gadget,227,20.29,TechSupply Inc,2024-01-22
SKU-01282,Super Doohickey,244,21.59,Parts R Us,2024-01-23
SKU-01283,Super Thingamajig,261,22.89,Global Widgets,2024-01-24
SKU-01284,Super Whatsit,278,24.19,Supply Chain Co,2024-01-25
SKU-01285,Super Gizmo,295,25.49,Acme Corp,2024-01-26
SKU-01286,Super Component,312,26.79,TechSupply Inc,2024-01-27
SKU-01287,Super Part,329,28.09,Parts R Us,2024-01-28
SKU-01288,Super Module,346,29.39,Global Widgets,2024-01-01
SKU-01289,Super Assembly,363,30.69,Supply Chain Co,2024-01-02
SKU-01290,Compact Widget,380,31.99,Acme Corp,2024-01-03
SKU-01291,Compact Gadget,397,33.29,TechSupply Inc,2024-01-04
SKU-01292,Compact Doohickey,414,34.59,Parts R Us,2024-01-05
SKU-01293,Compact Thingamajig,431,5.89,Global Widgets,2024-01-06
SKU-01294,Compact Whatsit,448,7.19,Supply Chain Co,2024-01-07
SKU-01295,Compact Gizmo,465,8.49,Acme Corp,2024-01-08
SKU-01296,Compact Component,482,9.79,TechSupply Inc,2024-01-09
SKU-01297,Compact Part,499,11.09,Parts R Us,2024-01-10
SKU-01298,Compact Module,66,12.39,Global Widgets,2024-01-11
SKU-01299,Compact Assembly,83,13.69,Supply Chain Co,2024-01-12
SKU-01300,Premium Widget,100,14.99,Acme Corp,2024-01-13
SKU-01301,Premium Gadget,117,16.29,TechSupply Inc,2024-01-14
SKU-01302,Premium Doohickey,134,17.59,Parts R Us,2024-01-15
SKU-01303,Premium Thingamajig,151,18.89,Global Widgets,2024-01-16
SKU-01304,Premium Whatsit,168,20.19,Supply Chain Co,2024-01-17
SKU-01305,Premium Gizmo,185,21.49,Acme Corp,2024-01-18
SKU-01306,Premium Component,202,22.79,TechSupply Inc,2024-01-19
SKU-01307,Premium Part,219,24.09,Parts R Us,2024-01-20
SKU-01308,Premium Module,236,25.39,Global Widgets,2024-01-21
SKU-01309,Premium Assembly,253,26.69,Supply Chain Co,2024-01-22
SKU-01310,Standard Widget,270,27.99,Acme Corp,2024-01-23
SKU-01311,Standard Gadget,287,29.29,TechSupply Inc,2024-01-24
SKU-01312,Standard Doohickey,304,30.59,Parts R Us,2024-01-25
SKU-01313,Standard Thingamajig,321,31.89,Global Widgets,2024-01-26
SKU-01314,Standard Whatsit,338,33.19,Supply Chain Co,2024-01-27
SKU-01315,Standard Gizmo,355,34.49,Acme Corp,2024-01-28
SKU-01316,Standard Component,372,5.79,TechSupply Inc,2024-01-01
SKU-01317,Standard Part,389,7.09,Parts R Us,2024-01-02
SKU-01318,Standard Module,406,8.39,Global Widgets,2024-01-03
SKU-01319,Standard Assembly,423,9.69,Supply Chain Co,2024-01-04
SKU-01320,Deluxe Widget,440,10.99,Acme Corp,2024-01-05
SKU-01321,Deluxe Gadget,457,12.29,TechSupply Inc,2024-01-06
SKU-01322,Deluxe Doohickey,474,13.59,Parts R Us,2024-01-07
SKU-01323,Deluxe Thingamajig,491,14.89,Global Widgets,2024-01-08
SKU-01324,Deluxe Whatsit,58,16.19,Supply Chain Co,2024-01-09
SKU-01325,Deluxe Gizmo,75,17.49,Acme Corp,2024-01-10
SKU-01326,Deluxe Component,92,18.79,TechSupply Inc,2024-01-11
SKU-01327,Deluxe Part,109,20.09,Parts R Us,2024-01-12
SKU-01328,Deluxe Module,126,21.39,Global Widgets,2024-01-13
SKU-01329,Deluxe Assembly,143,22.69,Supply Chain Co,2024-01-14
SKU-01330,Basic Widget,160,23.99,Acme Corp,2024-01-15
SKU-01331,Basic Gadget,177,25.29,TechSupply Inc,2024-01-16
SKU-01332,Basic Doohickey,194,26.59,Parts R Us,2024-01-17
SKU-01333,Basic Thingamajig,211,27.89,Global Widgets,2024-01-18
SKU-01334,Basic Whatsit,228,29.19,Supply Chain Co,2024-01-19
SKU-01335,Basic Gizmo,245,30.49,Acme Corp,2024-01-20
SKU-01336,Basic Component,262,31.79,TechSupply Inc,2024-01-21
SKU-01337,Basic Part,279,33.09,Parts R Us,2024-01-22
SKU-01338,Basic Module,296,34.39,Global Widgets,2024-01-23
SKU-01339,Basic Assembly,313,5.69,Supply Chain Co,2024-01-24
SKU-01340,Pro Widget,330,6.99,Acme Corp,2024-01-25
SKU-01341,Pro Gadget,347,8.29,TechSupply Inc,2024-01-26
SKU-01342,Pro Doohickey,364,9.59,Parts R Us,2024-01-27
SKU-01343,Pro Thingamajig,381,10.89,Global Widgets,2024-01-28
SKU-01344,Pro Whatsit,398,12.19,Supply Chain Co,2024-01-01
SKU-01345,Pro Gizmo,415,13.49,Acme Corp,2024-01-02
SKU-01346,Pro Component,432,14.79,TechSupply Inc,2024-01-03
SKU-01347,Pro Part,449,16.09,Parts R Us,2024-01-04
SKU-01348,Pro Module,466,17.39,Global Widgets,2024-01-05
SKU-01349,Pro Assembly,483,18.69,Supply Chain Co,2024-01-06
SKU-01350,Ultra Widget,50,19.99,Acme Corp,2024-01-07
SKU-01351,Ultra Gadget,67,21.29,TechSupply Inc,2024-01-08
SKU-01352,Ultra Doohickey,84,22.59,Parts R Us,2024-01-09
SKU-01353,Ultra Thingamajig,101,23.89,Global Widgets,2024-01-10
SKU-01354,Ultra Whatsit,118,25.19,Supply Chain Co,2024-01-11
SKU-01355,Ultra Gizmo,135,26.49,Acme Corp,2024-01-12
SKU-01356,Ultra Component,152,27.79,TechSupply Inc,2024-01-13
SKU-01357,Ultra Part,169,29.09,Parts R Us,2024-01-14
SKU-01358,Ultra Module,186,30.39,Global Widgets,2024-01-15
SKU-01359,Ultra Assembly,203,31.69,Supply Chain Co,2024-01-16
SKU-01360,Mini Widget,220,32.99,Acme Corp,2024-01-17
SKU-01361,Mini Gadget,237,34.29,TechSupply Inc,2024-01-18
SKU-01362,Mini Doohickey,254,5.59,Parts R Us,2024-01-19
SKU-01363,Mini Thingamajig,271,6.89,Global Widgets,2024-01-20
SKU-01364,Mini Whatsit,288,8.19,Supply Chain Co,2024-01-21
SKU-01365,Mini Gizmo,305,9.49,Acme Corp,2024-01-22
SKU-01366,Mini Component,322,10.79,TechSupply Inc,2024-01-23
SKU-01367,Mini Part,339,12.09,Parts R Us,2024-01-24
SKU-01368,Mini Module,356,13.39,Global Widgets,2024-01-25
SKU-01369,Mini Assembly,373,14.69,Supply Chain Co,2024-01-26
SKU-01370,Mega Widget,390,15.99,Acme Corp,2024-01-27
SKU-01371,Mega Gadget,407,17.29,TechSupply Inc,2024-01-28
SKU-01372,Mega Doohickey,424,18.59,Parts R Us,2024-01-01
SKU-01373,Mega Thingamajig,441,19.89,Global Widgets,2024-01-02
SKU-01374,Mega Whatsit,458,21.19,Supply Chain Co,2024-01-03
SKU-01375,Mega Gizmo,475,22.49,Acme Corp,2024-01-04
SKU-01376,Mega Component,492,23.79,TechSupply Inc,2024-01-05
SKU-01377,Mega Part,59,25.09,Parts R Us,2024-01-06
SKU-01378,Mega Module,76,26.39,Global Widgets,2024-01-07
SKU-01379,Mega Assembly,93,27.69,Supply Chain Co,2024-01-08
SKU-01380,Super Widget,110,28.99,Acme Corp,2024-01-09
SKU-01381,Super Gadget,127,30.29,TechSupply Inc,2024-01-10
SKU-01382,Super Doohickey,144,31.59,Parts R Us,2024-01-11
SKU-01383,Super Thingamajig,161,32.89,Global Widgets,2024-01-12
SKU-01384,Super Whatsit,178,34.19,Supply Chain Co,2024-01-13
SKU-01385,Super Gizmo,195,5.49,Acme Corp,2024-01-14
SKU-01386,Super Component,212,6.79,TechSupply Inc,2024-01-15
SKU-01387,Super Part,229,8.09,Parts R Us,2024-01-16
SKU-01388,Super Module,246,9.39,Global Widgets,2024-01-17
SKU-01389,Super Assembly,263,10.69,Supply Chain Co,2024-01-18
SKU-01390,Compact Widget,280,11.99,Acme Corp,2024-01-19
SKU-01391,Compact Gadget,297,13.29,TechSupply Inc,2024-01-20
SKU-01392,Compact Doohickey,314,14.59,Parts R Us,2024-01-21
SKU-01393,Compact Thingamajig,331,15.89,Global Widgets,2024-01-22
SKU-01394,Compact Whatsit,348,17.19,Supply Chain Co,2024-01-23
SKU-01395,Compact Gizmo,365,18.49,Acme Corp,2024-01-24
SKU-01396,Compact Component,382,19.79,TechSupply Inc,2024-01-25
SKU-01397,Compact Part,399,21.09,Parts R Us,2024-01-26
SKU-01398,Compact Module,416,22.39,Global Widgets,2024-01-27
SKU-01399,Compact Assembly,433,23.69,Supply Chain Co,2024-01-28
SKU-01400,Premium Widget,450,24.99,Acme Corp,2024-01-01
SKU-01401,Premium Gadget,467,26.29,TechSupply Inc,2024-01-02
SKU-01402,Premium Doohickey,484,27.59,Parts R Us,2024-01-03
SKU-01403,Premium Thingamajig,51,28.89,Global Widgets,2024-01-04
SKU-01404,Premium Whatsit,68,30.19,Supply Chain Co,2024-01-05
SKU-01405,Premium Gizmo,85,31.49,Acme Corp,2024-01-06
SKU-01406,Premium Component,102,32.79,TechSupply Inc,2024-01-07
SKU-01407,Premium Part,119,34.09,Parts R Us,2024-01-08
SKU-01408,Premium Module,136,5.39,Global Widgets,2024-01-09
SKU-01409,Premium Assembly,153,6.69,Supply Chain Co,2024-01-10
SKU-01410,Standard Widget,170,7.99,Acme Corp,2024-01-11
SKU-01411,Standard Gadget,187,9.29,TechSupply Inc,2024-01-12
SKU-01412,Standard Doohickey,204,10.59,Parts R Us,2024-01-13
SKU-01413,Standard Thingamajig,221,11.89,Global Widgets,2024-01-14
SKU-01414,Standard Whatsit,238,13.19,Supply Chain Co,2024-01-15
SKU-01415,Standard Gizmo,255,14.49,Acme Corp,2024-01-16
SKU-01416,Standard Component,272,15.79,TechSupply Inc,2024-01-17
SKU-01417,Standard Part,289,17.09,Parts R Us,2024-01-18
SKU-01418,Standard Module,306,18.39,Global Widgets,2024-01-19
SKU-01419,Standard Assembly,323,19.69,Supply Chain Co,2024-01-20
SKU-01420,Deluxe Widget,340,20.99,Acme Corp,2024-01-21
SKU-01421,Deluxe Gadget,357,22.29,TechSupply Inc,2024-01-22
SKU-01422,Deluxe Doohickey,374,23.59,Parts R Us,2024-01-23
SKU-01423,Deluxe Thingamajig,391,24.89,Global Widgets,2024-01-24
SKU-01424,Deluxe Whatsit,408,26.19,Supply Chain Co,2024-01-25
SKU-01425,Deluxe Gizmo,425,27.49,Acme Corp,2024-01-26
SKU-01426,Deluxe Component,442,28.79,TechSupply Inc,2024-01-27
SKU-01427,Deluxe Part,459,30.09,Parts R Us,2024-01-28
SKU-01428,Deluxe Module,476,31.39,Global Widgets,2024-01-01
SKU-01429,Deluxe Assembly,493,32.69,Supply Chain Co,2024-01-02
SKU-01430,Basic Widget,60,33.99,Acme Corp,2024-01-03
SKU-01431,Basic Gadget,77,5.29,TechSupply Inc,2024-01-04
SKU-01432,Basic Doohickey,94,6.59,Parts R Us,2024-01-05
SKU-01433,Basic Thingamajig,111,7.89,Global Widgets,2024-01-06
SKU-01434,Basic Whatsit,128,9.19,Supply Chain Co,2024-01-07
SKU-01435,Basic Gizmo,145,10.49,Acme Corp,2024-01-08
SKU-01436,Basic Component,162,11.79,TechSupply Inc,2024-01-09
SKU-01437,Basic Part,179,13.09,Parts R Us,2024-01-10
SKU-01438,Basic Module,196,14.39,Global Widgets,2024-01-11
SKU-01439,Basic Assembly,213,15.69,Supply Chain Co,2024-01-12
SKU-01440,Pro Widget,230,16.99,Acme Corp,2024-01-13
SKU-01441,Pro Gadget,247,18.29,TechSupply Inc,2024-01-14
SKU-01442,Pro Doohickey,264,19.59,Parts R Us,2024-01-15
SKU-01443,Pro Thingamajig,281,20.89,Global Widgets,2024-01-16
SKU-01444,Pro Whatsit,298,22.19,Supply Chain Co,2024-01-17
SKU-01445,Pro Gizmo,315,23.49,Acme Corp,2024-01-18
SKU-01446,Pro Component,332,24.79,TechSupply Inc,2024-01-19
SKU-01447,Pro Part,349,26.09,Parts R Us,2024-01-20
SKU-01448,Pro Module,366,27.39,Global Widgets,2024-01-21
SKU-01449,Pro Assembly,383,28.69,Supply Chain Co,2024-01-22
SKU-01450,Ultra Widget,400,29.99,Acme Corp,2024-01-23
SKU-01451,Ultra Gadget,417,31.29,TechSupply Inc,2024-01-24
SKU-01452,Ultra Doohickey,434,32.59,Parts R Us,2024-01-25
SKU-01453,Ultra Thingamajig,451,33.89,Global Widgets,2024-01-26
SKU-01454,Ultra Whatsit,468,5.19,Supply Chain Co,2024-01-27
SKU-01455,Ultra Gizmo,485,6.49,Acme Corp,2024-01-28
SKU-01456,Ultra Component,52,7.79,TechSupply Inc,2024-01-01
SKU-01457,Ultra Part,69,9.09,Parts R Us,2024-01-02
SKU-01458,Ultra Module,86,10.39,Global Widgets,2024-01-03
SKU-01459,Ultra Assembly,103,11.69,Supply Chain Co,2024-01-04
SKU-01460,Mini Widget,120,12.99,Acme Corp,2024-01-05
SKU-01461,Mini Gadget,137,14.29,TechSupply Inc,2024-01-06
SKU-01462,Mini Doohickey,154,15.59,Parts R Us,2024-01-07
SKU-01463,Mini Thingamajig,171,16.89,Global Widgets,2024-01-08
SKU-01464,Mini Whatsit,188,18.19,Supply Chain Co,2024-01-09
SKU-01465,Mini Gizmo,205,19.49,Acme Corp,2024-01-10
SKU-01466,Mini Component,222,20.79,TechSupply Inc,2024-01-11
SKU-01467,Mini Part,239,22.09,Parts R Us,2024-01-12
SKU-01468,Mini Module,256,23.39,Global Widgets,2024-01-13
SKU-01469,Mini Assembly,273,24.69,Supply Chain Co,2024-01-14
SKU-01470,Mega Widget,290,25.99,Acme Corp,2024-01-15
SKU-01471,Mega Gadget,307,27.29,TechSupply Inc,2024-01-16
SKU-01472,Mega Doohickey,324,28.59,Parts R Us,2024-01-17
SKU-01473,Mega Thingamajig,341,29.89,Global Widgets,2024-01-18
SKU-01474,Mega Whatsit,358,31.19,Supply Chain Co,2024-01-19
SKU-01475,Mega Gizmo,375,32.49,Acme Corp,2024-01-20
SKU-01476,Mega Component,392,33.79,TechSupply Inc,2024-01-21
SKU-01477,Mega Part,409,5.09,Parts R Us,2024-01-22
SKU-01478,Mega Module,426,6.39,Global Widgets,2024-01-23
SKU-01479,Mega Assembly,443,7.69,Supply Chain Co,2024-01-24
SKU-01480,Super Widget,460,8.99,Acme Corp,2024-01-25
SKU-01481,Super Gadget,477,10.29,TechSupply Inc,2024-01-26
SKU-01482,Super Doohickey,494,11.59,Parts R Us,2024-01-27
SKU-01483,Super Thingamajig,61,12.89,Global Widgets,2024-01-28
SKU-01484,Super Whatsit,78,14.19,Supply Chain Co,2024-01-01
SKU-01485,Super Gizmo,95,15.49,Acme Corp,2024-01-02
SKU-01486,Super Component,112,16.79,TechSupply Inc,2024-01-03
SKU-01487,Super Part,129,18.09,Parts R Us,2024-01-04
SKU-01488,Super Module,146,19.39,Global Widgets,2024-01-05
SKU-01489,Super Assembly,163,20.69,Supply Chain Co,2024-01-06
SKU-01490,Compact Widget,180,21.99,Acme Corp,2024-01-07
SKU-01491,Compact Gadget,197,23.29,TechSupply Inc,2024-01-08
SKU-01492,Compact Doohickey,214,24.59,Parts R Us,2024-01-09
SKU-01493,Compact Thingamajig,231,25.89,Global Widgets,2024-01-10
SKU-01494,Compact Whatsit,248,27.19,Supply Chain Co,2024-01-11
SKU-01495,Compact Gizmo,265,28.49,Acme Corp,2024-01-12
SKU-01496,Compact Component,282,29.79,TechSupply Inc,2024-01-13
SKU-01497,Compact Part,299,31.09,Parts R Us,2024-01-14
SKU-01498,Compact Module,316,32.39,Global Widgets,2024-01-15
SKU-01499,Compact Assembly,333,33.69,Supply Chain Co,2024-01-16
SKU-01500,Premium Widget,350,4.99,Acme Corp,2024-01-17
SKU-01501,Premium Gadget,367,6.29,TechSupply Inc,2024-01-18
SKU-01502,Premium Doohickey,384,7.59,Parts R Us,2024-01-19
SKU-01503,Premium Thingamajig,401,8.89,Global Widgets,2024-01-20
SKU-01504,Premium Whatsit,418,10.19,Supply Chain Co,2024-01-21
SKU-01505,Premium Gizmo,435,11.49,Acme Corp,2024-01-22
SKU-01506,Premium Component,452,12.79,TechSupply Inc,2024-01-23
SKU-01507,Premium Part,469,14.09,Parts R Us,2024-01-24
SKU-01508,Premium Module,486,15.39,Global Widgets,2024-01-25
SKU-01509,Premium Assembly,53,16.69,Supply Chain Co,2024-01-26
SKU-01510,Standard Widget,70,17.99,Acme Corp,2024-01-27
SKU-01511,Standard Gadget,87,19.29,TechSupply Inc,2024-01-28
SKU-01512,Standard Doohickey,104,20.59,Parts R Us,2024-01-01
SKU-01513,Standard Thingamajig,121,21.89,Global Widgets,2024-01-02
SKU-01514,Standard Whatsit,138,23.19,Supply Chain Co,2024-01-03
SKU-01515,Standard Gizmo,155,24.49,Acme Corp,2024-01-04
SKU-01516,Standard Component,172,25.79,TechSupply Inc,2024-01-05
SKU-01517,Standard Part,189,27.09,Parts R Us,2024-01-06
SKU-01518,Standard Module,206,28.39,Global Widgets,2024-01-07
SKU-01519,Standard Assembly,223,29.69,Supply Chain Co,2024-01-08
SKU-01520,Deluxe Widget,240,30.99,Acme Corp,2024-01-09
SKU-01521,Deluxe Gadget,257,32.29,TechSupply Inc,2024-01-10
SKU-01522,Deluxe Doohickey,274,33.59,Parts R Us,2024-01-11
SKU-01523,Deluxe Thingamajig,291,34.89,Global Widgets,2024-01-12
SKU-01524,Deluxe Whatsit,308,6.19,Supply Chain Co,2024-01-13
SKU-01525,Deluxe Gizmo,325,7.49,Acme Corp,2024-01-14
SKU-01526,Deluxe Component,342,8.79,TechSupply Inc,2024-01-15
SKU-01527,Deluxe Part,359,10.09,Parts R Us,2024-01-16
SKU-01528,Deluxe Module,376,11.39,Global Widgets,2024-01-17
SKU-01529,Deluxe Assembly,393,12.69,Supply Chain Co,2024-01-18
SKU-01530,Basic Widget,410,13.99,Acme Corp,2024-01-19
SKU-01531,Basic Gadget,427,15.29,TechSupply Inc,2024-01-20
SKU-01532,Basic Doohickey,444,16.59,Parts R Us,2024-01-21
SKU-01533,Basic Thingamajig,461,17.89,Global Widgets,2024-01-22
SKU-01534,Basic Whatsit,478,19.19,Supply Chain Co,2024-01-23
SKU-01535,Basic Gizmo,495,20.49,Acme Corp,2024-01-24
SKU-01536,Basic Component,62,21.79,TechSupply Inc,2024-01-25
SKU-01537,Basic Part,79,23.09,Parts R Us,2024-01-26
SKU-01538,Basic Module,96,24.39,Global Widgets,2024-01-27
SKU-01539,Basic Assembly,113,25.69,Supply Chain Co,2024-01-28
SKU-01540,Pro Widget,130,26.99,Acme Corp,2024-01-01
SKU-01541,Pro Gadget,147,28.29,TechSupply Inc,2024-01-02
SKU-01542,Pro Doohickey,164,29.59,Parts R Us,2024-01-03
SKU-01543,Pro Thingamajig,181,30.89,Global Widgets,2024-01-04
SKU-01544,Pro Whatsit,198,32.19,Supply Chain Co,2024-01-05
SKU-01545,Pro Gizmo,215,33.49,Acme Corp,2024-01-06
SKU-01546,Pro Component,232,34.79,TechSupply Inc,2024-01-07
SKU-01547,Pro Part,249,6.09,Parts R Us,2024-01-08
SKU-01548,Pro Module,266,7.39,Global Widgets,2024-01-09
SKU-01549,Pro Assembly,283,8.69,Supply Chain Co,2024-01-10
SKU-01550,Ultra Widget,300,9.99,Acme Corp,2024-01-11
SKU-01551,Ultra Gadget,317,11.29,TechSupply Inc,2024-01-12
SKU-01552,Ultra Doohickey,334,12.59,Parts R Us,2024-01-13
SKU-01553,Ultra Thingamajig,351,13.89,Global Widgets,2024-01-14
SKU-01554,Ultra Whatsit,368,15.19,Supply Chain Co,2024-01-15
SKU-01555,Ultra Gizmo,385,16.49,Acme Corp,2024-01-16
SKU-01556,Ultra Component,402,17.79,TechSupply Inc,2024-01-17
SKU-01557,Ultra Part,419,19.09,Parts R Us,2024-01-18
SKU-01558,Ultra Module,436,20.39,Global Widgets,2024-01-19
SKU-01559,Ultra Assembly,453,21.69,Supply Chain Co,2024-01-20
SKU-01560,Mini Widget,470,22.99,Acme Corp,2024-01-21
SKU-01561,Mini Gadget,487,24.29,TechSupply Inc,2024-01-22
SKU-01562,Mini Doohickey,54,25.59,Parts R Us,2024-01-23
SKU-01563,Mini Thingamajig,71,26.89,Global Widgets,2024-01-24
SKU-01564,Mini Whatsit,88,28.19,Supply Chain Co,2024-01-25
SKU-01565,Mini Gizmo,105,29.49,Acme Corp,2024-01-26
SKU-01566,Mini Component,122,30.79,TechSupply Inc,2024-01-27
SKU-01567,Mini Part,139,32.09,Parts R Us,2024-01-28
SKU-01568,Mini Module,156,33.39,Global Widgets,2024-01-01
SKU-01569,Mini Assembly,173,34.69,Supply Chain Co,2024-01-02
SKU-01570,Mega Widget,190,5.99,Acme Corp,2024-01-03
SKU-01571,Mega Gadget,207,7.29,TechSupply Inc,2024-01-04
